pokemon,ability_one,ability_two,ability_three,height,weight,moves,num_moves,hp,attack,defense,special_attack,special_defense,speed,type_one,type_two
hoopa,magician,,,5,90,"['fire-punch', 'ice-punch', 'thunder-punch', 'take-down', 'psybeam', 'hyper-beam', 'thunderbolt', 'thunder-wave', 'toxic', 'confusion', 'psychic', 'double-team', 'light-screen', 'reflect', 'swift', 'dream-eater', 'flash', 'rest', 'substitute', 'thief', 'snore', 'protect', 'scary-face', 'destiny-bond', 'sandstorm', 'endure', 'swagger', 'sleep-talk', 'return', 'frustration', 'safeguard', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'future-sight', 'uproar', 'torment', 'facade', 'focus-punch', 'taunt', 'trick', 'role-play', 'magic-coat', 'recycle', 'brick-break', 'knock-off', 'skill-swap', 'snatch', 'secret-power', 'astonish', 'rock-tomb', 'signal-beam', 'block', 'covet', 'calm-mind', 'shock-wave', 'gravity', 'embargo', 'fling', 'last-resort', 'dark-pulse', 'drain-punch', 'focus-blast', 'energy-ball', 'giga-impact', 'nasty-plot', 'zen-headbutt', 'trick-room', 'gunk-shot', 'grass-knot', 'charge-beam', 'guard-split', 'power-split', 'wonder-room', 'psyshock', 'telekinesis', 'magic-room', 'foul-play', 'round', 'ally-switch', 'quash', 'dual-chop', 'phantom-force', 'confide', 'hyperspace-hole', 'power-up-punch', 'laser-focus', 'throat-chop', 'psychic-terrain', 'expanding-force', 'skitter-smack', 'lash-out', 'tera-blast', 'psychic-noise']",96,80,110,60,150,130,70,psychic,ghost
volcanion,water-absorb,,,17,1950,"['cut', 'stomp', 'body-slam', 'take-down', 'double-edge', 'leer', 'roar', 'flamethrower', 'mist', 'water-gun', 'hydro-pump', 'hyper-beam', 'strength', 'solar-beam', 'fire-spin', 'earthquake', 'dig', 'toxic', 'double-team', 'haze', 'focus-energy', 'self-destruct', 'fire-blast', 'explosion', 'rest', 'rock-slide', 'substitute', 'snore', 'protect', 'scary-face', 'sludge-bomb', 'sandstorm', 'endure', 'swagger', 'sleep-talk', 'return', 'frustration', 'hidden-power', 'rain-dance', 'sunny-day', 'rock-smash', 'heat-wave', 'will-o-wisp', 'facade', 'taunt', 'superpower', 'brick-break', 'secret-power', 'weather-ball', 'overheat', 'rock-tomb', 'mud-shot', 'water-pulse', 'gyro-ball', 'fling', 'flare-blitz', 'focus-blast', 'earth-power', 'giga-impact', 'thunder-fang', 'fire-fang', 'flash-cannon', 'defog', 'stone-edge', 'smack-down', 'sludge-wave', 'heavy-slam', 'flame-charge', 'round', 'scald', 'incinerate', 'bulldoze', 'wild-charge', 'heat-crash', 'misty-terrain', 'confide', 'steam-eruption', 'stomping-tantrum', 'liquidation', 'body-press', 'scorching-sands', 'tera-blast']",82,80,110,120,130,90,70,fire,water
rowlet,overgrow,long-reach,,3,15,"['swords-dance', 'fury-attack', 'tackle', 'take-down', 'growl', 'peck', 'razor-leaf', 'solar-beam', 'toxic', 'night-shade', 'double-team', 'confuse-ray', 'light-screen', 'haze', 'swift', 'sky-attack', 'rest', 'substitute', 'snore', 'curse', 'protect', 'foresight', 'giga-drain', 'endure', 'false-swipe', 'swagger', 'steel-wing', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'baton-pass', 'synthesis', 'hidden-power', 'rain-dance', 'sunny-day', 'facade', 'nature-power', 'helping-hand', 'knock-off', 'feather-dance', 'astonish', 'air-cutter', 'bullet-seed', 'aerial-ace', 'covet', 'magical-leaf', 'leaf-blade', 'roost', 'pluck', 'worry-seed', 'sucker-punch', 'seed-bomb', 'air-slash', 'energy-ball', 'brave-bird', 'nasty-plot', 'shadow-claw', 'shadow-sneak', 'defog', 'leaf-storm', 'grass-knot', 'ominous-wind', 'round', 'echoed-voice', 'grass-pledge', 'work-up', 'grassy-terrain', 'confide', 'leafage', 'grassy-glide', 'dual-wingbeat', 'tera-blast', 'trailblaze']",75,68,55,55,50,50,42,grass,flying
dartrix,overgrow,long-reach,,7,160,"['swords-dance', 'fury-attack', 'tackle', 'take-down', 'growl', 'peck', 'razor-leaf', 'solar-beam', 'toxic', 'night-shade', 'double-team', 'confuse-ray', 'light-screen', 'haze', 'swift', 'sky-attack', 'rest', 'substitute', 'snore', 'protect', 'foresight', 'giga-drain', 'endure', 'false-swipe', 'swagger', 'steel-wing', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'baton-pass', 'synthesis', 'hidden-power', 'rain-dance', 'sunny-day', 'facade', 'nature-power', 'helping-hand', 'knock-off', 'feather-dance', 'astonish', 'air-cutter', 'bullet-seed', 'aerial-ace', 'covet', 'magical-leaf', 'leaf-blade', 'roost', 'pluck', 'tailwind', 'worry-seed', 'sucker-punch', 'seed-bomb', 'air-slash', 'energy-ball', 'brave-bird', 'nasty-plot', 'shadow-claw', 'shadow-sneak', 'defog', 'leaf-storm', 'grass-knot', 'ominous-wind', 'round', 'echoed-voice', 'grass-pledge', 'work-up', 'grassy-terrain', 'confide', 'leafage', 'grassy-glide', 'dual-wingbeat', 'tera-blast', 'trailblaze']",75,78,75,75,70,70,52,grass,flying
decidueye,overgrow,long-reach,,16,366,"['swords-dance', 'fury-attack', 'tackle', 'take-down', 'growl', 'hyper-beam', 'peck', 'low-kick', 'razor-leaf', 'solar-beam', 'toxic', 'night-shade', 'double-team', 'confuse-ray', 'light-screen', 'haze', 'swift', 'sky-attack', 'rest', 'substitute', 'snore', 'curse', 'reversal', 'spite', 'protect', 'scary-face', 'foresight', 'giga-drain', 'endure', 'false-swipe', 'swagger', 'steel-wing', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'baton-pass', 'synthesis', 'hidden-power', 'rain-dance', 'sunny-day', 'shadow-ball', 'facade', 'focus-punch', 'nature-power', 'taunt', 'helping-hand', 'brick-break', 'knock-off', 'imprison', 'feather-dance', 'astonish', 'air-cutter', 'rock-tomb', 'bullet-seed', 'aerial-ace', 'frenzy-plant', 'bulk-up', 'covet', 'magical-leaf', 'leaf-blade', 'roost', 'pluck', 'tailwind', 'u-turn', 'close-combat', 'worry-seed', 'sucker-punch', 'aura-sphere', 'seed-bomb', 'air-slash', 'focus-blast', 'energy-ball', 'brave-bird', 'giga-impact', 'nasty-plot', 'shadow-claw', 'shadow-sneak', 'psycho-cut', 'defog', 'leaf-storm', 'grass-knot', 'ominous-wind', 'smack-down', 'low-sweep', 'round', 'echoed-voice', 'hex', 'acrobatics', 'grass-pledge', 'work-up', 'hurricane', 'phantom-force', 'grassy-terrain', 'confide', 'spirit-shackle', 'solar-blade', 'leafage', 'laser-focus', 'grassy-glide', 'skitter-smack', 'poltergeist', 'coaching', 'dual-wingbeat', 'tera-blast', 'trailblaze', 'upper-hand']",108,78,107,75,100,100,70,grass,ghost
litten,blaze,intimidate,,4,43,"['pay-day', 'scratch', 'swords-dance', 'double-kick', 'body-slam', 'take-down', 'thrash', 'double-edge', 'leer', 'bite', 'growl', 'roar', 'ember', 'flamethrower', 'fire-spin', 'toxic', 'double-team', 'lick', 'fire-blast', 'leech-life', 'fury-swipes', 'rest', 'substitute', 'snore', 'protect', 'scary-face', 'outrage', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'hidden-power', 'sunny-day', 'crunch', 'fake-out', 'heat-wave', 'torment', 'will-o-wisp', 'facade', 'taunt', 'helping-hand', 'revenge', 'endeavor', 'overheat', 'bulk-up', 'covet', 'u-turn', 'flare-blitz', 'nasty-plot', 'shadow-claw', 'fire-fang', 'flame-charge', 'round', 'acrobatics', 'fire-pledge', 'work-up', 'parting-shot', 'confide', 'power-trip', 'tera-blast', 'trailblaze', 'temper-flare']",64,45,65,40,60,40,70,fire,
torracat,blaze,intimidate,,7,250,"['pay-day', 'scratch', 'swords-dance', 'double-kick', 'body-slam', 'take-down', 'thrash', 'double-edge', 'leer', 'bite', 'growl', 'roar', 'ember', 'flamethrower', 'fire-spin', 'toxic', 'double-team', 'lick', 'fire-blast', 'leech-life', 'fury-swipes', 'rest', 'substitute', 'snore', 'protect', 'scary-face', 'outrage', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'hidden-power', 'sunny-day', 'crunch', 'fake-out', 'heat-wave', 'torment', 'will-o-wisp', 'facade', 'taunt', 'helping-hand', 'revenge', 'endeavor', 'overheat', 'bulk-up', 'covet', 'u-turn', 'flare-blitz', 'nasty-plot', 'shadow-claw', 'fire-fang', 'flame-charge', 'round', 'acrobatics', 'fire-pledge', 'work-up', 'dual-chop', 'parting-shot', 'confide', 'power-trip', 'tera-blast', 'trailblaze', 'temper-flare']",65,65,85,50,80,50,90,fire,
incineroar,blaze,intimidate,,18,830,"['mega-punch', 'pay-day', 'fire-punch', 'thunder-punch', 'scratch', 'swords-dance', 'bind', 'double-kick', 'mega-kick', 'body-slam', 'take-down', 'thrash', 'double-edge', 'leer', 'bite', 'growl', 'roar', 'ember', 'flamethrower', 'hyper-beam', 'low-kick', 'fire-spin', 'earthquake', 'toxic', 'double-team', 'lick', 'fire-blast', 'leech-life', 'fury-swipes', 'rest', 'substitute', 'thief', 'snore', 'reversal', 'protect', 'scary-face', 'outrage', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'baton-pass', 'hidden-power', 'cross-chop', 'sunny-day', 'crunch', 'fake-out', 'heat-wave', 'torment', 'will-o-wisp', 'facade', 'focus-punch', 'taunt', 'helping-hand', 'superpower', 'revenge', 'brick-break', 'knock-off', 'endeavor', 'snatch', 'blaze-kick', 'blast-burn', 'overheat', 'aerial-ace', 'bulk-up', 'covet', 'u-turn', 'close-combat', 'assurance', 'embargo', 'fling', 'flare-blitz', 'dark-pulse', 'drain-punch', 'focus-blast', 'giga-impact', 'nasty-plot', 'shadow-claw', 'fire-fang', 'iron-head', 'flame-charge', 'low-sweep', 'round', 'quash', 'acrobatics', 'fire-pledge', 'bulldoze', 'work-up', 'dual-chop', 'heat-crash', 'snarl', 'parting-shot', 'confide', 'darkest-lariat', 'throat-chop', 'power-trip', 'brutal-swing', 'stomping-tantrum', 'burning-jealousy', 'lash-out', 'scorching-sands', 'tera-blast', 'trailblaze', 'temper-flare']",106,95,115,90,80,90,60,fire,dark
popplio,torrent,liquid-voice,,4,75,"['pound', 'double-slap', 'growl', 'sing', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'bubble-beam', 'toxic', 'double-team', 'waterfall', 'swift', 'amnesia', 'rest', 'substitute', 'snore', 'protect', 'perish-song', 'icy-wind', 'endure', 'charm', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'encore', 'iron-tail', 'hidden-power', 'rain-dance', 'whirlpool', 'uproar', 'hail', 'facade', 'helping-hand', 'dive', 'hyper-voice', 'covet', 'water-pulse', 'brine', 'aqua-ring', 'aqua-tail', 'captivate', 'aqua-jet', 'wonder-room', 'round', 'echoed-voice', 'scald', 'acrobatics', 'water-pledge', 'work-up', 'disarming-voice', 'draining-kiss', 'misty-terrain', 'play-rough', 'moonblast', 'confide', 'aromatic-mist', 'baby-doll-eyes', 'life-dew', 'flip-turn', 'triple-axel', 'tera-blast', 'ice-spinner', 'chilling-water']",67,50,54,54,66,56,40,water,
brionne,torrent,liquid-voice,,6,175,"['pound', 'double-slap', 'body-slam', 'growl', 'sing', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'bubble-beam', 'toxic', 'double-team', 'waterfall', 'swift', 'amnesia', 'rest', 'substitute', 'snore', 'protect', 'perish-song', 'icy-wind', 'endure', 'charm', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'encore', 'iron-tail', 'hidden-power', 'rain-dance', 'whirlpool', 'uproar', 'hail', 'facade', 'helping-hand', 'dive', 'hyper-voice', 'covet', 'water-pulse', 'brine', 'aqua-ring', 'aqua-tail', 'captivate', 'aqua-jet', 'wonder-room', 'round', 'echoed-voice', 'scald', 'acrobatics', 'water-pledge', 'work-up', 'disarming-voice', 'draining-kiss', 'misty-terrain', 'play-rough', 'moonblast', 'confide', 'baby-doll-eyes', 'life-dew', 'flip-turn', 'triple-axel', 'tera-blast', 'ice-spinner', 'chilling-water']",67,60,69,69,91,81,50,water,
primarina,torrent,liquid-voice,,18,440,"['pound', 'double-slap', 'body-slam', 'growl', 'sing', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'bubble-beam', 'hyper-beam', 'toxic', 'psychic', 'double-team', 'light-screen', 'haze', 'reflect', 'waterfall', 'swift', 'amnesia', 'rest', 'substitute', 'snore', 'protect', 'perish-song', 'icy-wind', 'endure', 'charm', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'encore', 'iron-tail', 'hidden-power', 'rain-dance', 'psych-up', 'shadow-ball', 'whirlpool', 'uproar', 'hail', 'facade', 'helping-hand', 'magic-coat', 'dive', 'hyper-voice', 'hydro-cannon', 'weather-ball', 'covet', 'calm-mind', 'water-pulse', 'brine', 'aqua-ring', 'aqua-tail', 'energy-ball', 'giga-impact', 'captivate', 'aqua-jet', 'wonder-room', 'round', 'echoed-voice', 'stored-power', 'scald', 'acrobatics', 'water-pledge', 'work-up', 'disarming-voice', 'draining-kiss', 'misty-terrain', 'play-rough', 'moonblast', 'confide', 'dazzling-gleam', 'baby-doll-eyes', 'sparkling-aria', 'liquidation', 'life-dew', 'misty-explosion', 'flip-turn', 'triple-axel', 'tera-blast', 'ice-spinner', 'snowscape', 'chilling-water', 'alluring-voice', 'psychic-noise']",88,80,74,74,126,116,60,water,fairy
pikipek,keen-eye,skill-link,pickup,3,12,"['swords-dance', 'fly', 'fury-attack', 'take-down', 'growl', 'supersonic', 'peck', 'drill-peck', 'toxic', 'screech', 'double-team', 'mirror-move', 'sky-attack', 'rest', 'substitute', 'thief', 'snore', 'protect', 'endure', 'swagger', 'steel-wing', 'attract', 'sleep-talk', 'return', 'frustration', 'hidden-power', 'sunny-day', 'rock-smash', 'uproar', 'heat-wave', 'facade', 'helping-hand', 'brick-break', 'knock-off', 'endeavor', 'feather-dance', 'hyper-voice', 'air-cutter', 'bullet-seed', 'aerial-ace', 'roost', 'pluck', 'tailwind', 'u-turn', 'air-slash', 'brave-bird', 'defog', 'gunk-shot', 'smack-down', 'flame-charge', 'round', 'echoed-voice', 'acrobatics', 'work-up', 'boomburst', 'confide', 'dual-wingbeat', 'tera-blast']",58,35,75,30,30,30,65,normal,flying
trumbeak,keen-eye,skill-link,pickup,6,148,"['swords-dance', 'fly', 'fury-attack', 'take-down', 'growl', 'supersonic', 'peck', 'drill-peck', 'toxic', 'screech', 'double-team', 'swift', 'sky-attack', 'rest', 'substitute', 'thief', 'snore', 'protect', 'endure', 'swagger', 'steel-wing', 'attract', 'sleep-talk', 'return', 'frustration', 'hidden-power', 'sunny-day', 'rock-smash', 'uproar', 'heat-wave', 'facade', 'helping-hand', 'brick-break', 'knock-off', 'endeavor', 'feather-dance', 'hyper-voice', 'air-cutter', 'bullet-seed', 'aerial-ace', 'rock-blast', 'roost', 'pluck', 'tailwind', 'u-turn', 'air-slash', 'brave-bird', 'defog', 'gunk-shot', 'smack-down', 'flame-charge', 'round', 'echoed-voice', 'acrobatics', 'work-up', 'boomburst', 'confide', 'dual-wingbeat', 'tera-blast']",59,55,85,50,40,50,75,normal,flying
toucannon,keen-eye,skill-link,sheer-force,11,260,"['swords-dance', 'fly', 'fury-attack', 'take-down', 'growl', 'supersonic', 'hyper-beam', 'peck', 'drill-peck', 'toxic', 'screech', 'double-team', 'swift', 'sky-attack', 'rest', 'substitute', 'thief', 'snore', 'protect', 'scary-face', 'endure', 'swagger', 'steel-wing', 'attract', 'sleep-talk', 'return', 'frustration', 'encore', 'hidden-power', 'sunny-day', 'psych-up', 'rock-smash', 'uproar', 'heat-wave', 'facade', 'helping-hand', 'brick-break', 'knock-off', 'endeavor', 'feather-dance', 'hyper-voice', 'air-cutter', 'overheat', 'bullet-seed', 'aerial-ace', 'rock-blast', 'roost', 'pluck', 'tailwind', 'u-turn', 'seed-bomb', 'air-slash', 'brave-bird', 'giga-impact', 'flash-cannon', 'defog', 'gunk-shot', 'smack-down', 'flame-charge', 'round', 'echoed-voice', 'acrobatics', 'work-up', 'hurricane', 'boomburst', 'confide', 'throat-chop', 'beak-blast', 'dual-wingbeat', 'tera-blast', 'temper-flare']",71,80,120,75,75,75,60,normal,flying
yungoos,stakeout,strong-jaw,adaptability,4,60,"['sand-attack', 'tackle', 'take-down', 'thrash', 'double-edge', 'leer', 'bite', 'earthquake', 'dig', 'toxic', 'double-team', 'bide', 'rest', 'hyper-fang', 'super-fang', 'substitute', 'thief', 'snore', 'reversal', 'protect', 'scary-face', 'mud-slap', 'sandstorm', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'pursuit', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'crunch', 'uproar', 'torment', 'facade', 'taunt', 'helping-hand', 'revenge', 'yawn', 'endeavor', 'odor-sleuth', 'rock-tomb', 'mud-shot', 'shock-wave', 'u-turn', 'payback', 'last-resort', 'seed-bomb', 'thunder-fang', 'ice-fang', 'fire-fang', 'zen-headbutt', 'round', 'echoed-voice', 'bulldoze', 'work-up', 'wild-charge', 'confide', 'psychic-fangs', 'stomping-tantrum', 'tera-blast', 'trailblaze', 'chilling-water']",66,48,70,30,30,30,45,normal,
gumshoos,stakeout,strong-jaw,adaptability,7,142,"['fire-punch', 'ice-punch', 'thunder-punch', 'sand-attack', 'tackle', 'body-slam', 'take-down', 'thrash', 'double-edge', 'leer', 'bite', 'roar', 'hyper-beam', 'earthquake', 'dig', 'toxic', 'double-team', 'bide', 'rest', 'hyper-fang', 'super-fang', 'substitute', 'thief', 'snore', 'curse', 'reversal', 'protect', 'scary-face', 'mud-slap', 'sandstorm', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'pursuit', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'crunch', 'uproar', 'torment', 'facade', 'focus-punch', 'taunt', 'helping-hand', 'yawn', 'knock-off', 'endeavor', 'odor-sleuth', 'rock-tomb', 'block', 'mud-shot', 'shock-wave', 'u-turn', 'payback', 'fling', 'last-resort', 'seed-bomb', 'giga-impact', 'thunder-fang', 'ice-fang', 'fire-fang', 'zen-headbutt', 'iron-head', 'low-sweep', 'round', 'echoed-voice', 'bulldoze', 'work-up', 'wild-charge', 'dual-chop', 'confide', 'psychic-fangs', 'stomping-tantrum', 'tera-blast', 'trailblaze', 'chilling-water']",80,88,110,60,55,60,45,normal,
grubbin,swarm,,,4,44,"['vice-grip', 'take-down', 'bite', 'string-shot', 'thunderbolt', 'thunder-wave', 'dig', 'toxic', 'screech', 'double-team', 'harden', 'light-screen', 'rest', 'substitute', 'snore', 'protect', 'mud-slap', 'endure', 'swagger', 'spark', 'attract', 'sleep-talk', 'return', 'frustration', 'baton-pass', 'hidden-power', 'rain-dance', 'crunch', 'facade', 'charge', 'mud-shot', 'shock-wave', 'magnet-rise', 'poison-jab', 'x-scissor', 'discharge', 'bug-bite', 'charge-beam', 'round', 'acrobatics', 'volt-switch', 'struggle-bug', 'electroweb', 'wild-charge', 'sticky-web', 'confide', 'electric-terrain', 'lunge', 'rising-voltage', 'skitter-smack', 'tera-blast', 'pounce']",52,47,62,45,55,45,46,bug,
charjabug,battery,,,5,105,"['vice-grip', 'take-down', 'bite', 'string-shot', 'thunderbolt', 'thunder-wave', 'thunder', 'dig', 'toxic', 'screech', 'double-team', 'harden', 'light-screen', 'rest', 'substitute', 'snore', 'protect', 'mud-slap', 'endure', 'swagger', 'spark', 'attract', 'sleep-talk', 'return', 'frustration', 'baton-pass', 'hidden-power', 'rain-dance', 'crunch', 'facade', 'charge', 'iron-defense', 'mud-shot', 'shock-wave', 'magnet-rise', 'poison-jab', 'x-scissor', 'discharge', 'bug-bite', 'charge-beam', 'electro-ball', 'round', 'acrobatics', 'volt-switch', 'struggle-bug', 'electroweb', 'wild-charge', 'sticky-web', 'confide', 'eerie-impulse', 'electric-terrain', 'lunge', 'rising-voltage', 'skitter-smack', 'tera-blast', 'pounce']",56,57,82,95,55,75,36,bug,electric
vikavolt,levitate,,,15,450,"['vice-grip', 'guillotine', 'fly', 'take-down', 'bite', 'hyper-beam', 'solar-beam', 'string-shot', 'thunderbolt', 'thunder-wave', 'thunder', 'dig', 'toxic', 'agility', 'screech', 'double-team', 'harden', 'light-screen', 'swift', 'rest', 'substitute', 'snore', 'protect', 'mud-slap', 'zap-cannon', 'endure', 'swagger', 'spark', 'attract', 'sleep-talk', 'return', 'frustration', 'baton-pass', 'hidden-power', 'rain-dance', 'crunch', 'facade', 'charge', 'signal-beam', 'iron-defense', 'mud-shot', 'shock-wave', 'roost', 'magnet-rise', 'poison-jab', 'air-slash', 'x-scissor', 'bug-buzz', 'energy-ball', 'giga-impact', 'flash-cannon', 'discharge', 'bug-bite', 'charge-beam', 'electro-ball', 'round', 'sky-drop', 'acrobatics', 'volt-switch', 'struggle-bug', 'bulldoze', 'electroweb', 'wild-charge', 'sticky-web', 'confide', 'eerie-impulse', 'electric-terrain', 'laser-focus', 'lunge', 'rising-voltage', 'skitter-smack', 'dual-wingbeat', 'tera-blast', 'pounce', 'supercell-slam']",75,77,70,90,145,75,43,bug,electric
crabrawler,hyper-cutter,iron-fist,anger-point,6,70,"['ice-punch', 'thunder-punch', 'slam', 'body-slam', 'take-down', 'leer', 'bubble-beam', 'earthquake', 'dig', 'toxic', 'double-team', 'swift', 'amnesia', 'bubble', 'dizzy-punch', 'crabhammer', 'rest', 'rock-slide', 'substitute', 'thief', 'snore', 'reversal', 'protect', 'mud-slap', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'dynamic-punch', 'pursuit', 'hidden-power', 'rain-dance', 'sunny-day', 'rock-smash', 'facade', 'focus-punch', 'helping-hand', 'superpower', 'brick-break', 'knock-off', 'endeavor', 'rock-tomb', 'iron-defense', 'bulk-up', 'mud-shot', 'close-combat', 'payback', 'fling', 'drain-punch', 'focus-blast', 'zen-headbutt', 'gunk-shot', 'iron-head', 'stone-edge', 'wide-guard', 'round', 'scald', 'bulldoze', 'frost-breath', 'work-up', 'dual-chop', 'confide', 'power-up-punch', 'brutal-swing', 'stomping-tantrum', 'liquidation', 'coaching', 'tera-blast', 'chilling-water', 'upper-hand']",72,47,82,57,42,47,63,fighting,
crabominable,hyper-cutter,iron-fist,anger-point,17,1800,"['ice-punch', 'thunder-punch', 'slam', 'body-slam', 'take-down', 'leer', 'ice-beam', 'blizzard', 'bubble-beam', 'hyper-beam', 'earthquake', 'dig', 'toxic', 'double-team', 'swift', 'amnesia', 'bubble', 'dizzy-punch', 'rest', 'rock-slide', 'substitute', 'thief', 'snore', 'reversal', 'protect', 'scary-face', 'mud-slap', 'icy-wind', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'dynamic-punch', 'pursuit', 'hidden-power', 'rain-dance', 'sunny-day', 'rock-smash', 'hail', 'facade', 'focus-punch', 'helping-hand', 'superpower', 'brick-break', 'knock-off', 'endeavor', 'rock-tomb', 'iron-defense', 'block', 'bulk-up', 'mud-shot', 'close-combat', 'payback', 'fling', 'drain-punch', 'focus-blast', 'giga-impact', 'avalanche', 'zen-headbutt', 'gunk-shot', 'iron-head', 'stone-edge', 'round', 'scald', 'bulldoze', 'frost-breath', 'work-up', 'dual-chop', 'confide', 'power-up-punch', 'ice-hammer', 'brutal-swing', 'stomping-tantrum', 'liquidation', 'body-press', 'coaching', 'tera-blast', 'ice-spinner', 'snowscape', 'chilling-water', 'hard-press', 'upper-hand']",84,97,132,77,62,67,43,fighting,ice
