Pokemon,Item,Ability,Tera Type,Move 1,Move 2,Move 3,Move 4,Rank,Wins,Losses,Tournament
OgerponCornerstone ,Cornerstone Mask,Sturdy,Rock, Ivy Cudgel, Horn Leech, Follow Me, Spiky Shield,169,6,3,North America International
ChiYu ,Focus Sash,Beads of Ruin,Ghost, Heat Wave, Dark Pulse, Overheat, Protect,169,6,3,North America International
Amoonguss ,Rocky Helmet,Regenerator,Water, Protect, Spore, Rage Powder, Pollen Puff,170,6,3,North America International
Iron Hands ,Assault Vest,Quark Drive,Water, Drain Punch, Heavy Slam, Wild Charge, Fake Out,170,6,3,North America International
Flutter Mane ,Booster Energy,Protosynthesis,Fairy, Icy Wind, Moonblast, Shadow Ball, Protect,170,6,3,North America International
ChiYu ,Focus Sash,Beads of Ruin,Ghost, Heat Wave, Dark Pulse, Overheat, Protect,170,6,3,North America International
Terapagos ,Choice Specs,Tera Shift,Stellar, Tera Starstorm, Hyper Beam, Dark Pulse, Earth Power,170,6,3,North America International
Tornadus ,Covert Cloak,Prankster,Dark, Bleakwind Storm, Scary Face, Tailwind, Protect,170,6,3,North America International
Volcarona ,Leftovers,Flame Body,Fairy, Flamethrower, Hurricane, Quiver Dance, Protect,171,6,3,North America International
Clefairy ,Eviolite,Friend Guard,Grass, Moonblast, Heal Pulse, Follow Me, Protect,171,6,3,North America International
Terapagos ,Covert Cloak,Tera Shift,Stellar, Tera Starstorm, Calm Mind, Earth Power, Protect,171,6,3,North America International
Tornadus ,Rocky Helmet,Prankster,Ghost, Tailwind, Rain Dance, Taunt, Bleakwind Storm,171,6,3,North America International
Incineroar ,Safety Goggles,Intimidate,Ghost, Knock Off, Fake Out, Taunt, Parting Shot,171,6,3,North America International
OgerponWellspring ,Wellspring Mask,Water Absorb,Water, Ivy Cudgel, Horn Leech, Follow Me, Spiky Shield,171,6,3,North America International
Farigiraf ,Electric Seed,Armor Tail,Dark, Psychic Noise, Foul Play, Trick Room, Helping Hand,172,6,3,North America International
Whimsicott ,Focus Sash,Prankster,Dark, Moonblast, Tailwind, Light Screen, Protect,172,6,3,North America International
ChiYu ,Choice Scarf,Beads of Ruin,Ghost, Heat Wave, Dark Pulse, Flamethrower, Snarl,172,6,3,North America International
Miraidon ,Covert Cloak,Hadron Engine,Electric, Electro Drift, Draco Meteor, Volt Switch, Protect,172,6,3,North America International
Iron Hands ,Assault Vest,Quark Drive,Water, Wild Charge, Drain Punch, Fake Out, Heavy Slam,172,6,3,North America International
Flutter Mane ,Booster Energy,Protosynthesis,Fairy, Moonblast, Icy Wind, Fake Tears, Protect,172,6,3,North America International
CalyrexIce ,Clear Amulet,As One (Glastrier),Fire, Glacial Lance, High Horsepower, Trick Room, Protect,173,6,3,North America International
TingLu ,Rocky Helmet,Vessel of Ruin,Fairy, Throat Chop, Body Press, Heavy Slam, Protect,173,6,3,North America International
Raging Bolt ,Assault Vest,Protosynthesis,Electric, Thunderbolt, Draco Meteor, Thunderclap, Electroweb,173,6,3,North America International
Annihilape ,Choice Scarf,Defiant,Dark, Close Combat, Shadow Claw, Coaching, Final Gambit,173,6,3,North America International
OgerponWellspring ,Wellspring Mask,Water Absorb,Water, Ivy Cudgel, Horn Leech, Follow Me, Spiky Shield,173,6,3,North America International
Incineroar ,Safety Goggles,Intimidate,Ghost, Fake Out, Flare Blitz, Knock Off, Parting Shot,173,6,3,North America International
UrshifuRapidStrike ,Focus Sash,Unseen Fist,Water, Surging Strikes, Aqua Jet, Close Combat, Detect,174,6,3,North America International
Tornadus ,Covert Cloak,Prankster,Dark, Bleakwind Storm, Taunt, Rain Dance, Tailwind,174,6,3,North America International
CalyrexShadow ,Leftovers,As One (Spectrier),Fighting, Astral Barrage, Tera Blast, Substitute, Protect,174,6,3,North America International
Incineroar ,Sitrus Berry,Intimidate,Water, Fake Out, Knock Off, Taunt, Parting Shot,174,6,3,North America International
Rillaboom ,Assault Vest,Grassy Surge,Fire, Fake Out, Grassy Glide, Uturn, Wood Hammer,174,6,3,North America International
Clefairy ,Eviolite,Friend Guard,Water, Follow Me, Helping Hand, After You, Protect,174,6,3,North America International
Annihilape ,Choice Scarf,Defiant,Grass, Final Gambit, Close Combat, Taunt, Coaching,175,6,3,North America International
Urshifu ,Power Band,Unseen Fist,Dark, Wicked Blow, Close Combat, Sucker Punch, Protect,175,6,3,North America International
Smeargle ,Focus Sash,Own Tempo,Grass, Fake Out, Follow Me, Spore, Decorate,175,6,3,North America International
Amoonguss ,Room Service,Regenerator,Water, Pollen Puff, Spore, Rage Powder, Toxic,175,6,3,North America International
Farigiraf ,Safety Goggles,Armor Tail,Ground, Shadow Ball, Hyper Voice, Trick Room, Helping Hand,175,6,3,North America International
CalyrexIce ,Clear Amulet,As One (Glastrier),Water, Glacial Lance, High Horsepower, Trick Room, Protect,175,6,3,North America International
Rillaboom ,Choice Band,Grassy Surge,Grass, Wood Hammer, High Horsepower, Grassy Glide, Uturn,176,6,3,North America International
Iron Hands ,Assault Vest,Quark Drive,Water, Wild Charge, Drain Punch, Heavy Slam, Fake Out,176,6,3,North America International
Urshifu ,Focus Sash,Unseen Fist,Ghost, Detect, Sucker Punch, Close Combat, Wicked Blow,176,6,3,North America International
Clefairy ,Eviolite,Friend Guard,Fire, Protect, Heal Pulse, Follow Me, Helping Hand,176,6,3,North America International
Incineroar ,Safety Goggles,Intimidate,Ghost, Parting Shot, WillOWisp, Flare Blitz, Fake Out,176,6,3,North America International
CalyrexShadow ,Life Orb,As One (Spectrier),Normal, Protect, Psychic, Astral Barrage, Trick Room,176,6,3,North America International
Regidrago ,Life Orb,Dragon's Maw,Ghost, Dragon Energy, Draco Meteor, Earth Power, Protect,177,6,3,North America International
Amoonguss ,Sitrus Berry,Regenerator,Water, Spore, Sludge Bomb, Rage Powder, Protect,177,6,3,North America International
Whimsicott ,Focus Sash,Prankster,Dark, Moonblast, Cotton Spore, Tailwind, Protect,177,6,3,North America International
ChiYu ,Choice Scarf,Beads of Ruin,Ghost, Heat Wave, Overheat, Dark Pulse, Snarl,177,6,3,North America International
Primarina ,Safety Goggles,Liquid Voice,Grass, Hyper Voice, Moonblast, Helping Hand, Protect,177,6,3,North America International
Zacian ,Rusted Sword,Intrepid Sword,Ground, Iron Head, Sacred Sword, Tera Blast, Protect,177,6,3,North America International
Clefairy ,Eviolite,Friend Guard,Grass, Follow Me, Moonblast, Heal Pulse, Protect,178,6,3,North America International
Incineroar ,Safety Goggles,Intimidate,Ghost, Fake Out, Knock Off, WillOWisp, Parting Shot,178,6,3,North America International
Ogerpon ,Wellspring Mask,Water Absorb,Water, Spiky Shield, Horn Leech, Ivy Cudgel, Follow Me,178,6,3,North America International
Tornadus ,Rocky Helmet,Prankster,Dark, Protect, Tailwind, Taunt, Air Slash,178,6,3,North America International
Gholdengo ,Choice Specs,Good as Gold,Steel, Make It Rain, Shadow Ball, Power Gem, Trick,178,6,3,North America International
Terapagos ,Covert Cloak,Tera Shift,Stellar, Protect, Calm Mind, Tera Starstorm, Earth Power,178,6,3,North America International
UrshifuRapidStrike ,Choice Band,Unseen Fist,Water, Surging Strikes, Close Combat, Uturn, Aqua Jet,179,6,3,North America International
Okidogi ,Assault Vest,Guard Dog,Grass, Gunk Shot, Drain Punch, Knock Off, Upper Hand,179,6,3,North America International
Whimsicott ,Focus Sash,Prankster,Ghost, Moonblast, Encore, Helping Hand, Tailwind,179,6,3,North America International
IndeedeeF ,Psychic Seed,Psychic Surge,Fairy, Follow Me, Helping Hand, Trick Room, Alluring Voice,179,6,3,North America International
OgerponCornerstone ,Cornerstone Mask,Sturdy,Rock, Spiky Shield, Follow Me, Ivy Cudgel, Wood Hammer,179,6,3,North America International
CalyrexShadow ,Life Orb,As One (Spectrier),Ghost, Astral Barrage, Expanding Force, Protect, Pollen Puff,179,6,3,North America International
Pelipper ,Rocky Helmet,Drizzle,Fairy, Weather Ball, Hurricane, Protect, Wide Guard,180,6,3,North America International
Flutter Mane ,Booster Energy,Protosynthesis,Fairy, Dazzling Gleam, Shadow Ball, Icy Wind, Protect,180,6,3,North America International
Zamazenta ,Rusted Shield,Dauntless Shield,Grass, Body Press, Iron Defense, Heavy Slam, Protect,180,6,3,North America International
Rillaboom ,Assault Vest,Grassy Surge,Fire, Grassy Glide, Wood Hammer, High Horsepower, Fake Out,180,6,3,North America International
OgerponHearthflame ,Hearthflame Mask,Mold Breaker,Fire, Ivy Cudgel, Spiky Shield, Follow Me, Horn Leech,180,6,3,North America International
ChienPao ,Focus Sash,Sword of Ruin,Ghost, Icicle Crash, Protect, Sucker Punch, Sacred Sword,180,6,3,North America International
Urshifu ,Choice Band,Unseen Fist,Dark, Wicked Blow, Close Combat, Sucker Punch, Sleep Talk,181,6,3,North America International
Smeargle ,Focus Sash,Moody,Ghost, Fake Out, Follow Me, Spore, Decorate,181,6,3,North America International
IndeedeeF ,Psychic Seed,Psychic Surge,Water, Dazzling Gleam, Follow Me, Trick Room, Healing Wish,181,6,3,North America International
Amoonguss ,Covert Cloak,Regenerator,Water, Spore, Rage Powder, Pollen Puff, Foul Play,181,6,3,North America International
CalyrexIce ,Clear Amulet,As One (Glastrier),Water, Glacial Lance, High Horsepower, Trick Room, Protect,181,6,3,North America International
Torkoal ,Choice Specs,Drought,Fire, Eruption, Heat Wave, Weather Ball, Earth Power,181,6,3,North America International
Mienshao ,Focus Sash,Inner Focus,Fighting, Fake Out, Wide Guard, Close Combat, Feint,182,6,3,North America International
Incineroar ,Safety Goggles,Intimidate,Ghost, Fake Out, Taunt, Knock Off, Parting Shot,182,6,3,North America International
Raging Bolt ,Booster Energy,Protosynthesis,Electric, Thunderclap, Thunderbolt, Protect, Draco Meteor,182,6,3,North America International
Amoonguss ,Rocky Helmet,Regenerator,Fairy, Spore, Rage Powder, Protect, Pollen Puff,182,6,3,North America International
TingLu ,Assault Vest,Vessel of Ruin,Fairy, Stomping Tantrum, Ruination, Heavy Slam, Tera Blast,182,6,3,North America International
CalyrexIce ,Clear Amulet,As One (Glastrier),Fire, Glacial Lance, High Horsepower, Protect, Trick Room,182,6,3,North America International
Miraidon ,Choice Specs,Hadron Engine,Electric, Electro Drift, Volt Switch, Dragon Pulse, Discharge,183,6,3,North America International
Farigiraf ,Electric Seed,Armor Tail,Fire, Psychic Noise, Foul Play, Trick Room, Helping Hand,183,6,3,North America International
Volcarona ,Leftovers,Flame Body,Dragon, Flamethrower, Bug Buzz, Quiver Dance, Protect,183,6,3,North America International
Iron Hands ,Assault Vest,Quark Drive,Water, Drain Punch, Wild Charge, Volt Switch, Fake Out,183,6,3,North America International
UrsalunaBloodmoon ,Life Orb,Mind’s Eye,Normal, Hyper Voice, Blood Moon, Earth Power, Protect,183,6,3,North America International
Whimsicott ,Focus Sash,Prankster,Ghost, Moonblast, Tailwind, Encore, Protect,183,6,3,North America International
Amoonguss ,Covert Cloak,Regenerator,Fairy, Pollen Puff, Rage Powder, Spore, Protect,184,6,3,North America International
Ditto ,Choice Scarf,Imposter,Ghost, Transform,,,,184,6,3,North America International
CalyrexIce ,Clear Amulet,As One (Glastrier),Fire, Glacial Lance, High Horsepower, Trick Room, Protect,184,6,3,North America International
Raging Bolt ,Assault Vest,Protosynthesis,Electric, Thunderbolt, Thunderclap, Volt Switch, Draco Meteor,184,6,3,North America International
Gholdengo ,Iron Plate,Good as Gold,Normal, Make It Rain, Shadow Ball, Nasty Plot, Protect,184,6,3,North America International
Incineroar ,Safety Goggles,Intimidate,Grass, Knock Off, Taunt, Parting Shot, Fake Out,184,6,3,North America International
Volcarona ,Rocky Helmet,Flame Body,Grass, Overheat, Struggle Bug, Rage Powder, Protect,185,6,3,North America International
Incineroar ,Safety Goggles,Intimidate,Ghost, Knock Off, Taunt, Fake Out, Parting Shot,185,6,3,North America International
Rillaboom ,Assault Vest,Grassy Surge,Water, Wood Hammer, Grassy Glide, Fake Out, Uturn,185,6,3,North America International
Tornadus ,Sitrus Berry,Prankster,Dark, Bleakwind Storm, Tailwind, Taunt, Protect,185,6,3,North America International
Terapagos ,Covert Cloak,Tera Shift,Stellar, Tera Starstorm, Earth Power, Calm Mind, Protect,185,6,3,North America International
Clefairy ,Eviolite,Friend Guard,Grass, Moonblast, Follow Me, Life Dew, Protect,185,6,3,North America International
Flutter Mane ,Booster Energy,Protosynthesis,Fairy, Protect, Icy Wind, Thunder Wave, Moonblast,186,6,3,North America International
MoltresGalar ,Black Glasses,Berserk,Dark, Protect, Taunt, Foul Play, Fiery Wrath,186,6,3,North America International
Rillaboom ,Choice Band,Grassy Surge,Fire, Grassy Glide, Uturn, Wood Hammer, High Horsepower,186,6,3,North America International
Zamazenta ,Rusted Shield,Dauntless Shield,Dragon, Protect, Wide Guard, Body Press, Heavy Slam,186,6,3,North America International
Chandelure ,Life Orb,Flash Fire,Grass, Protect, Trick Room, Heat Wave, Shadow Ball,186,6,3,North America International
ChienPao ,Focus Sash,Sword of Ruin,Ghost, Protect, Sacred Sword, Sucker Punch, Icicle Crash,186,6,3,North America International
Raging Bolt ,Assault Vest,Protosynthesis,Electric, Draco Meteor, Thunderbolt, Thunderclap, Snarl,187,6,3,North America International
CalyrexIce ,Clear Amulet,As One (Glastrier),Fire, Protect, Glacial Lance, High Horsepower, Trick Room,187,6,3,North America International
Pelipper ,Focus Sash,Drizzle,Ghost, Protect, Hurricane, Weather Ball, Wide Guard,187,6,3,North America International
Incineroar ,Safety Goggles,Intimidate,Ghost, Knock Off, Taunt, Fake Out, Parting Shot,187,6,3,North America International
UrshifuRapidStrike ,Choice Scarf,Unseen Fist,Ghost, Close Combat, Surging Strikes, Aqua Jet, Uturn,187,6,3,North America International
Amoonguss ,Rocky Helmet,Regenerator,Water, Protect, Pollen Puff, Spore, Rage Powder,187,6,3,North America International
ChienPao ,Focus Sash,Sword of Ruin,Ghost, Icicle Crash, Sacred Sword, Sucker Punch, Protect,188,6,3,North America International
Zamazenta ,Rusted Shield,Dauntless Shield,Grass, Heavy Slam, Body Press, Iron Defense, Protect,188,6,3,North America International
Rillaboom ,Assault Vest,Grassy Surge,Fire, Wood Hammer, Grassy Glide, Uturn, Fake Out,188,6,3,North America International
Flutter Mane ,Booster Energy,Protosynthesis,Fairy, Shadow Ball, Dazzling Gleam, Icy Wind, Protect,188,6,3,North America International
Raging Bolt ,Life Orb,Protosynthesis,Electric, Dragon Pulse, Thunderclap, Electroweb, Protect,188,6,3,North America International
Pelipper ,Covert Cloak,Drizzle,Dark, Weather Ball, Hurricane, Wide Guard, Tailwind,188,6,3,North America International
UrsalunaBloodmoon ,Life Orb,Mind’s Eye,Normal, Protect, Earth Power, Blood Moon, Hyper Voice,189,6,3,North America International
Rillaboom ,Assault Vest,Grassy Surge,Fire, Fake Out, Grassy Glide, Uturn, Wood Hammer,189,6,3,North America International
Farigiraf ,Safety Goggles,Armor Tail,Fairy, Psychic, Foul Play, Helping Hand, Trick Room,189,6,3,North America International
Tornadus ,Covert Cloak,Prankster,Dark, Protect, Hurricane, Tailwind, Rain Dance,189,6,3,North America International
Kyogre ,Splash Plate,Drizzle,Grass, Protect, Water Spout, Origin Pulse, Ice Beam,189,6,3,North America International
ChienPao ,Focus Sash,Sword of Ruin,Ghost, Icicle Crash, Sucker Punch, Taunt, Protect,189,6,3,North America International
Amoonguss ,Focus Sash,Regenerator,Water, Pollen Puff, Spore, Rage Powder, Toxic,190,6,3,North America International
UrsalunaBloodmoon ,Life Orb,Mind’s Eye,Normal, Hyper Voice, Blood Moon, Earth Power, Protect,190,6,3,North America International
IndeedeeF ,Psychic Seed,Psychic Surge,Dragon, Psychic, Helping Hand, Follow Me, Trick Room,190,6,3,North America International
UrshifuRapidStrike ,Choice Scarf,Unseen Fist,Stellar, Surging Strikes, Close Combat, Coaching, Aqua Jet,190,6,3,North America International
CalyrexIce ,Clear Amulet,As One (Glastrier),Water, Glacial Lance, High Horsepower, Trick Room, Protect,190,6,3,North America International
Incineroar ,Assault Vest,Intimidate,Grass, Flare Blitz, Knock Off, Uturn, Fake Out,190,6,3,North America International
Kyogre ,Choice Scarf,Drizzle,Water, Water Spout, Origin Pulse, Tera Blast, Ice Beam,191,6,3,North America International
Regidrago ,Choice Specs,Dragon's Maw,Dragon, Dragon Energy, Draco Meteor, Dragon Pulse, Earth Power,191,6,3,North America International
Flutter Mane ,Booster Energy,Protosynthesis,Fairy, Moonblast, Icy Wind, Taunt, Protect,191,6,3,North America International
Tsareena ,Wide Lens,Queenly Majesty,Ice, Power Whip, Triple Axel, Helping Hand, Protect,191,6,3,North America International
Tornadus ,Sharp Beak,Prankster,Normal, Hurricane, Rain Dance, Tailwind, Protect,191,6,3,North America International
Raichu ,Focus Sash,Lightning Rod,Fairy, Fake Out, Endeavor, Feint, Nuzzle,191,6,3,North America International
Flutter Mane ,Booster Energy,Protosynthesis,Fairy, Icy Wind, Moonblast, Taunt, Protect,192,6,3,North America International
Terapagos ,Choice Specs,Tera Shift,Stellar, Tera Starstorm, Hyper Beam, Dark Pulse, Earth Power,192,6,3,North America International
Grimmsnarl ,Light Clay,Prankster,Ghost, Foul Play, Light Screen, Reflect, Thunder Wave,192,6,3,North America International
UrshifuRapidStrike ,Mystic Water,Unseen Fist,Water, Surging Strikes, Aqua Jet, Close Combat, Detect,192,6,3,North America International
